1617333997115,-1,-1
1617333997123,-1,-1
1617333997144,-1,-1
1617333997163,-1,-1
1617333997183,-1,-1
1617333997204,-1,-1
1617333997224,-1,-1
1617333997243,-1,-1
1617333997264,-1,-1
1617333997283,-1,-1
1617333997304,-1,-1
1617333997323,-1,-1
1617333997343,-1,-1
1617333997364,-1,-1
1617333997383,-1,-1
1617333997403,-1,-1
1617333997423,-1,-1
1617333997443,-1,-1
1617333997463,-1,-1
1617333997483,-1,-1
1617333997503,-1,-1
1617333997523,-1,-1
1617333997544,-1,-1
1617333997564,-1,-1
1617333997583,-1,-1
1617333997604,735,347
1617333997623,756,370
1617333997643,766,382
1617333997663,772,389
1617333997683,785,415
1617333997703,798,434
1617333997723,815,450
1617333997743,833,458
1617333997763,861,460
1617333997791,882,460
1617333997803,893,457
1617333997824,893,457
1617333997844,893,457
1617333997863,893,457
1617333997884,893,457
1617333997904,893,457
1617333997923,893,457
1617333997943,893,457
1617333997963,893,457
1617333997983,893,457
1617333998004,893,457
1617333998023,893,457
1617333998043,893,457
1617333998063,893,457
1617333998083,893,457
1617333998104,893,457
1617333998123,893,457
1617333998143,893,457
1617333998163,893,457
1617333998184,893,457
1617333998203,893,457
1617333998224,893,457
1617333998243,893,457
1617333998264,893,457
1617333998284,893,457
1617333998303,893,457
1617333998323,893,457
1617333998343,893,457
1617333998363,893,457
1617333998383,893,457
1617333998403,893,457
1617333998423,893,457
1617333998443,893,457
1617333998463,893,457
1617333998484,893,457
1617333998503,893,457
1617333998524,893,457
1617333998543,893,457
1617333998564,893,457
1617333998583,893,457
1617333998603,893,457
1617333998623,893,457
1617333998643,893,457
1617333998664,893,457
1617333998684,893,457
1617333998703,893,457
1617333998723,893,457
1617333998744,893,457
1617333998763,893,457
1617333998784,893,457
1617333998804,893,457
1617333998823,893,457
1617333998843,893,457
1617333998864,893,457
1617333998884,893,457
1617333998904,893,457
1617333998924,893,457
1617333998943,893,457
1617333998963,893,457
1617333998983,940,275
1617333999003,940,275
1617333999024,940,275
1617333999044,938,277
1617333999064,924,290
1617333999083,920,294
1617333999103,901,308
1617333999124,883,321
1617333999144,876,326
1617333999163,856,342
1617333999184,847,348
1617333999204,833,352
1617333999224,824,355
1617333999244,817,358
1617333999263,784,365
1617333999283,758,370
1617333999303,725,377
1617333999324,709,378
1617333999343,680,381
1617333999363,620,380
1617333999383,604,374
1617333999404,593,365
1617333999423,583,353
1617333999444,572,334
1617333999464,568,314
1617333999484,568,308
1617333999503,566,305
1617333999523,563,303
1617333999544,556,303
1617333999563,516,311
1617333999583,500,316
1617333999603,483,324
1617333999623,465,337
1617333999644,456,346
1617333999663,445,366
1617333999684,445,373
1617333999703,445,381
1617333999723,444,392
1617333999743,442,396
1617333999764,442,396
1617333999784,442,396
1617333999804,442,396
1617333999823,444,392
1617333999843,444,383
1617333999863,444,366
1617333999883,444,361
1617333999903,443,356
1617333999923,440,352
1617333999944,440,351
1617333999963,437,349
1617333999983,437,349
1617334000003,437,349
1617334000024,437,349
1617334000043,449,342
1617334000063,484,333
1617334000083,510,327
1617334000103,553,323
1617334000124,591,321
1617334000143,616,321
1617334000163,640,322
1617334000184,660,330
1617334000203,667,333
1617334000223,674,337
1617334000243,676,338
1617334000263,689,348
1617334000283,693,350
1617334000303,696,353
1617334000323,704,358
1617334000343,708,361
1617334000364,709,362
1617334000384,709,362
1617334000404,709,362
1617334000423,709,362
1617334000443,709,362
1617334000464,709,362
1617334000483,709,362
1617334000504,720,369
1617334000523,732,374
1617334000543,750,379
1617334000563,789,385
1617334000583,804,386
1617334000604,812,388
1617334000624,827,390
1617334000643,852,390
1617334000663,889,390
1617334000684,904,390
1617334000703,911,387
1617334000724,917,385
1617334000743,919,385
1617334000763,921,385
1617334000784,925,383
1617334000803,928,383
1617334000823,928,382
1617334000844,928,382
1617334000863,928,382
1617334000883,928,382
1617334000903,928,382
1617334000923,928,382
1617334000944,928,382
1617334000963,928,382
1617334000984,928,382
1617334001003,928,382
1617334001023,928,382
1617334001043,928,382
1617334001063,928,382
1617334001084,928,382
1617334001103,928,382
1617334001123,928,382
1617334001143,928,382
1617334001164,928,382
1617334001183,928,382
1617334001205,928,382
1617334001223,928,382
1617334001243,928,382
1617334001264,928,382
1617334001283,928,382
1617334001303,928,382
1617334001324,928,382
1617334001343,928,382
1617334001363,928,382
1617334001383,928,382
1617334001403,928,382
1617334001423,928,382
1617334001443,921,378
1617334001463,936,370
1617334001484,939,362
1617334001503,940,354
1617334001524,940,345
1617334001543,940,330
1617334001564,941,315
1617334001584,941,312
1617334001602,936,312
1617334001623,916,325
1617334001643,911,339
1617334001663,911,339
1617334001683,911,339
1617334001703,911,339
1617334001723,911,339
1617334001744,911,339
1617334001763,911,339
1617334001784,911,339
1617334001804,911,339
1617334001824,911,339
1617334001844,911,339
1617334001863,911,339
1617334001883,911,339
1617334001903,900,337
1617334001924,888,330
1617334001944,882,323
1617334001963,876,311
1617334001983,876,310
1617334002003,876,310
1617334002023,876,312
1617334002043,876,313
1617334002063,872,313
1617334002084,872,313
1617334002103,872,313
1617334002123,872,313
1617334002143,872,313
1617334002163,872,313
1617334002183,874,312
1617334002203,876,308
1617334002223,876,308
1617334002242,876,308
1617334002263,876,306
1617334002283,876,306
1617334002303,876,306
1617334002324,876,306
1617334002343,876,306
1617334002363,876,306
1617334002384,876,306
1617334002404,876,306
1617334002424,876,306
1617334002443,876,306
1617334002464,876,306
1617334002483,876,306
1617334002503,876,306
1617334002523,867,301
1617334002544,861,297
1617334002563,861,297
1617334002583,861,297
1617334002604,861,297
1617334002623,861,297
1617334002644,861,297
1617334002663,860,289
1617334002684,865,278
1617334002703,872,266
1617334002723,880,254
1617334002743,884,237
1617334002763,884,214
1617334002783,884,206
1617334002803,884,202
1617334002824,882,202
1617334002843,876,202
1617334002863,844,203
1617334002884,829,206
1617334002903,820,209
1617334002923,812,212
1617334002943,800,214
1617334002963,783,222
1617334002983,774,230
1617334003004,760,244
1617334003024,740,262
1617334003044,716,286
1617334003063,687,324
1617334003084,672,343
1617334003103,659,362
1617334003123,649,378
1617334003143,636,394
1617334003163,616,421
1617334003183,605,431
1617334003203,600,434
1617334003223,596,436
1617334003243,592,436
1617334003263,592,436
1617334003283,592,436
1617334003303,592,436
1617334003323,593,434
1617334003344,596,430
1617334003363,600,409
1617334003383,600,406
1617334003404,612,394
1617334003423,628,385
1617334003443,653,377
1617334003463,701,366
1617334003483,724,360
1617334003503,752,356
1617334003523,768,356
1617334003544,788,356
1617334003562,820,358
1617334003583,829,362
1617334003603,835,369
1617334003623,838,376
1617334003643,842,389
1617334003663,841,406
1617334003684,835,415
1617334003704,820,424
1617334003724,804,430
1617334003744,789,436
1617334003763,763,441
1617334003784,759,449
1617334003804,757,454
1617334003823,760,461
1617334003843,760,462
1617334003863,760,462
1617334003884,760,462
1617334003904,760,462
1617334003923,760,462
1617334003943,760,462
1617334003963,760,462
1617334003983,760,462
1617334004003,760,462
1617334004023,760,462
1617334004043,760,462
1617334004063,760,462
1617334004083,760,462
1617334004103,760,462
1617334004124,760,462
1617334004143,760,462
1617334004164,760,462
1617334004183,760,462
1617334004204,757,459
1617334004223,755,457
1617334004243,752,451
1617334004263,736,445
1617334004284,727,441
1617334004303,692,441
1617334004323,662,439
1617334004343,636,435
1617334004363,568,418
1617334004384,494,396
1617334004403,435,377
1617334004423,390,354
1617334004443,353,333
1617334004463,308,286
1617334004484,299,257
1617334004504,296,237
1617334004524,296,215
1617334004544,302,189
1617334004563,328,154
1617334004584,342,143
1617334004603,368,129
1617334004624,375,124
1617334004644,376,124
1617334004663,376,124
1617334004683,376,124
1617334004703,363,137
1617334004723,355,148
1617334004743,345,160
1617334004763,320,208
1617334004783,315,229
1617334004803,312,251
1617334004823,308,280
1617334004843,310,296
1617334004863,359,360
1617334004884,388,378
1617334004903,419,385
1617334004924,472,387
1617334004943,510,383
1617334004963,576,347
1617334004983,612,308
1617334005003,628,276
1617334005024,644,247
1617334005043,659,221
1617334005063,708,173
1617334005084,735,163
1617334005103,764,163
1617334005123,792,164
1617334005143,836,181
1617334005163,880,208
1617334005184,902,228
1617334005204,908,235
1617334005224,910,266
1617334005243,901,287
1617334005263,856,323
1617334005284,803,342
1617334005304,756,349
1617334005323,724,349
1617334005343,681,341
1617334005363,596,296
1617334005383,584,286
1617334005404,572,274
1617334005423,564,270
1617334005443,548,266
1617334005463,507,270
1617334005483,488,279
1617334005503,464,295
1617334005524,447,312
1617334005543,441,325
1617334005564,443,349
1617334005583,449,362
1617334005603,457,374
1617334005623,463,382
1617334005643,466,386
1617334005663,476,397
1617334005682,484,405
1617334005703,485,407
1617334005723,487,408
1617334005743,488,410
1617334005764,488,412
1617334005783,489,413
1617334005804,490,414
1617334005823,495,418
1617334005845,499,423
1617334005870,513,437
1617334005925,544,466
1617334005943,553,470
1617334005963,616,487
1617334005983,643,490
1617334006004,670,494
1617334006023,697,495
1617334006044,738,497
1617334006064,792,494
1617334006084,823,488
1617334006103,846,478
1617334006124,868,465
1617334006144,888,454
1617334006163,922,427
1617334006183,936,411
1617334006203,936,406
1617334006223,938,395
1617334006243,938,390
1617334006263,935,382
1617334006283,932,379
1617334006303,929,378
1617334006323,929,378
1617334006343,880,374
1617334006363,814,386
1617334006383,786,396
1617334006404,757,409
1617334006423,734,418
1617334006444,714,430
1617334006462,702,446
1617334006483,700,455
1617334006503,699,466
1617334006524,699,474
1617334006543,699,481
1617334006563,691,496
1617334006583,688,499
1617334006603,676,502
1617334006623,656,502
1617334006644,630,502
1617334006663,604,500
1617334006683,597,495
1617334006703,594,493
1617334006724,590,488
1617334006744,590,486
1617334006763,588,483
1617334006783,588,483
1617334006804,588,483
1617334006823,588,483
1617334006844,588,483
1617334006862,588,483
1617334006883,588,483
1617334006903,588,483
1617334006923,588,483
1617334006943,588,483
1617334006963,588,483
1617334006983,588,483
1617334007003,588,483
1617334007024,588,483
1617334007043,588,483
1617334007063,588,483
1617334007083,588,483
1617334007104,588,483
1617334007123,588,483
1617334007143,588,483
1617334007163,588,483
1617334007183,588,478
1617334007203,588,474
1617334007224,589,470
1617334007244,592,462
1617334007264,593,454
1617334007284,596,444
1617334007303,600,432
1617334007323,604,423
1617334007343,610,406
1617334007363,616,383
1617334007384,624,368
1617334007403,632,359
1617334007423,642,351
1617334007443,656,343
1617334007464,694,324
1617334007483,714,316
1617334007504,735,310
1617334007523,757,305
1617334007544,788,298
1617334007563,828,290
1617334007583,848,286
1617334007604,862,286
1617334007623,881,286
1617334007643,908,288
1617334007664,947,300
1617334007684,972,317
1617334007703,987,326
1617334007723,1003,339
1617334007743,1012,350
1617334007764,1015,371
1617334007782,1012,375
1617334007803,1001,385
1617334007823,994,390
1617334007843,970,398
1617334007863,937,398
1617334007884,902,393
1617334007903,847,377
1617334007923,780,355
1617334007944,750,342
1617334007963,724,326
1617334007984,713,320
1617334008003,703,317
1617334008023,696,315
1617334008043,684,314
1617334008063,660,321
1617334008083,647,326
1617334008103,636,329
1617334008123,627,333
1617334008143,618,336
1617334008163,608,339
1617334008184,607,340
1617334008204,607,340
1617334008224,607,340
1617334008243,607,340
1617334008263,607,340
1617334008284,607,340
1617334008303,607,340
1617334008324,607,340
1617334008343,607,340
1617334008363,607,340
1617334008998,607,340
1617334009994,607,340
1617334010989,607,340
1617334012004,607,340
1617334012052,607,340
1617334012066,607,340
1617334012085,607,340
1617334012104,607,340
1617334012133,607,340
1617334012147,607,340
1617334012164,607,340
1617334012184,607,340
1617334012209,607,340
1617334012226,164,110
1617334012243,177,113
1617334012264,200,120
1617334012284,209,124
1617334012303,239,137
1617334012323,264,145
1617334012343,310,161
1617334012363,365,178
1617334012384,416,191
1617334012404,478,206
1617334012424,573,223
1617334012443,640,233
1617334012462,736,244
1617334012484,800,246
1617334012503,832,246
1617334012524,861,246
1617334012543,883,246
1617334012563,905,241
1617334012583,906,240
1617334012604,908,238
1617334012623,908,238
1617334012644,908,238
1617334012663,908,238
1617334012683,908,238
1617334012703,908,238
1617334012724,908,238
1617334012743,908,238
1617334012763,908,238
1617334012784,908,238
1617334012803,908,238
1617334012824,912,238
1617334012844,935,231
1617334012864,1037,194
1617334012884,1089,178
1617334012904,1139,158
1617334012923,1180,141
1617334012943,1221,118
1617334012963,1240,101
1617334012982,1241,98
1617334013003,1241,93
1617334013023,1241,92
1617334013043,1241,92
1617334013064,1241,90
1617334013084,1241,89
1617334013103,1241,85
1617334013123,1243,82
1617334013143,1245,74
1617334013163,1257,57
1617334013183,1257,57
1617334013203,1264,47
1617334013224,1264,45
1617334013243,1264,44
1617334013263,1264,44
1617334013283,1264,44
1617334013304,1264,44
1617334013323,1264,44
